id,number,base_offset,start_z,end_z,shape,size_x,size_y,material
bm-520,,0,9.652,9.652,,0.191,0.46,steel
bm-521,,0,9.652,9.652,,0.191,0.46,steel
bm-522,,0,9.652,9.652,,0.191,0.46,steel
bm-523,,0,9.652,9.652,,0.191,0.46,steel
bm-524,,0,9.652,9.652,,0.191,0.46,steel
bm-525,,0,9.652,9.652,,0.191,0.46,steel
bm-526,,0,9.652,9.652,,0.191,0.46,steel
bm-527,,0,9.652,9.652,,0.191,0.46,steel
bm-528,,0,9.652,9.652,,0.191,0.46,steel
bm-529,,0,9.652,9.652,,0.191,0.46,steel
bm-530,,0,9.652,9.652,,0.191,0.46,steel
bm-531,,0,9.652,9.652,,0.191,0.46,steel
bm-532,,0,9.652,9.652,,0.191,0.46,steel
bm-533,,0,9.652,9.652,,0.191,0.46,steel
bm-534,,0,9.652,9.652,,0.191,0.46,steel
bm-535,,0,9.652,9.652,,0.191,0.46,steel
bm-536,,0,9.652,9.652,,0.191,0.46,steel
bm-537,,0,9.652,9.652,,0.191,0.46,steel
bm-538,,0,9.652,9.652,,0.191,0.46,steel
bm-539,,0,9.652,9.652,,0.191,0.46,steel
bm-540,,0,9.652,9.652,,0.191,0.46,steel
bm-541,,0,9.652,9.652,,,0.406,steel
bm-542,,0,9.652,9.652,,,0.406,steel
bm-543,,0,9.652,9.652,,,0.406,steel
bm-544,,0,9.652,9.652,,,0.406,steel
bm-545,,0,9.652,9.652,,,0.406,steel
bm-546,,0,9.652,9.652,,,0.406,steel
bm-547,,0,9.652,9.652,,,0.406,steel
bm-548,,0,9.652,9.652,,,0.406,steel
bm-549,,0,9.652,9.652,,,0.406,steel
bm-550,,0,9.652,9.652,,,0.406,steel
bm-551,,0,9.652,9.652,,,0.406,steel
bm-552,,0,9.652,9.652,,,0.406,steel
bm-553,,0,9.652,9.652,,,0.406,steel
bm-554,,0,9.652,9.652,,,0.406,steel
bm-555,,0,9.652,9.652,,,0.406,steel
bm-556,,0,9.652,9.652,,,0.406,steel
bm-557,,0,9.652,9.652,,,0.406,steel
bm-558,,0,9.652,9.652,,,0.406,steel
bm-559,,0,9.652,9.652,,,0.406,steel
bm-560,,0,9.652,9.652,,,0.406,steel
bm-561,,0,9.652,9.652,,,0.406,steel
bm-562,,0,9.652,9.652,,,0.406,steel
bm-563,,0,9.652,9.652,,,0.406,steel
bm-564,,0,9.652,9.652,,,0.406,steel
bm-565,,0,9.652,9.652,,,0.406,steel
bm-566,,0,9.652,9.652,,,0.406,steel
bm-567,,0,9.652,9.652,,,0.406,steel
bm-568,,0,9.652,9.652,,,0.406,steel
bm-569,,0,9.652,9.652,,,0.406,steel
bm-570,,0,9.652,9.652,,,0.406,steel
bm-571,,0,9.652,9.652,,,0.406,steel
bm-572,,0,9.652,9.652,,,0.406,steel
bm-573,,0,9.652,9.652,,0.191,0.46,steel
bm-574,,0,9.652,9.652,,0.191,0.46,steel
bm-575,,0,9.652,9.652,,,0.406,steel
bm-576,,0,9.652,9.652,,,0.406,steel
bm-577,,0,9.652,9.652,,,0.406,steel
bm-578,,0,9.652,9.652,,,0.406,steel
bm-579,,0,9.652,9.652,,0.191,0.46,steel
bm-580,,0,9.652,9.652,,0.1,0.2,steel
bm-581,,0,9.652,9.652,,0.191,0.46,steel
bm-582,,0,9.652,9.652,,,0.406,steel
bm-583,,0,9.652,9.652,,,0.406,steel
bm-584,,0,9.652,9.652,,,0.406,steel
bm-585,,0,9.652,9.652,,,0.406,steel
bm-586,,0,9.652,9.652,,,0.406,steel
bm-587,,0,9.652,9.652,,,0.406,steel
bm-588,,0,9.652,9.652,,,0.406,steel
bm-589,,0,9.652,9.652,,,0.406,steel
bm-590,,0,9.652,9.652,,,0.406,steel
bm-591,,0,9.652,9.652,,,0.406,steel
bm-592,,0,9.652,9.652,,,0.406,steel
bm-593,,0,9.652,9.652,,,0.406,steel
bm-594,,0,9.652,9.652,,,0.406,steel
bm-595,,0,9.652,9.652,,,0.406,steel
bm-596,,0,9.652,9.652,,,0.406,steel
bm-597,,0,9.652,9.652,,0.076,0.089,steel
bm-598,,0,9.652,9.652,,,0.406,steel
bm-599,,0,9.652,9.652,,,0.406,steel
bm-600,,0,9.652,9.652,,,0.406,steel
bm-601,,0,9.652,9.652,,,0.406,steel
bm-602,,0,9.652,9.652,,,0.406,steel
bm-603,,0,9.652,9.652,,,0.406,steel
bm-604,,0,9.652,9.652,,,0.406,steel
bm-605,,0,9.652,9.652,,,0.406,steel
bm-606,,0,9.652,9.652,,,0.406,steel
bm-607,,0,9.652,9.652,,,0.406,steel
bm-608,,0,9.652,9.652,,,0.406,steel
bm-609,,0,9.652,9.652,,,0.406,steel
bm-610,,0,9.652,9.652,,,0.406,steel
bm-611,,0,9.652,9.652,,,0.406,steel
bm-612,,0,9.652,9.652,,,0.406,steel
bm-613,,0,9.652,9.652,,,0.406,steel
bm-614,,0,9.652,9.652,,,0.406,steel
bm-615,,0,9.652,9.652,,,0.406,steel
bm-616,,0,9.652,9.652,,,0.406,steel
bm-617,,0,9.652,9.652,,,0.406,steel
bm-618,,0,9.652,9.652,,,0.406,steel
bm-619,,0,9.652,9.652,,,0.406,steel
bm-620,,0,9.652,9.652,,,0.406,steel
bm-621,,0,9.652,9.652,,,0.406,steel
bm-622,,0,9.652,9.652,,,0.406,steel
bm-623,,0,9.652,9.652,,,0.406,steel
bm-624,,0,9.652,9.652,,,0.406,steel
bm-625,,0,9.652,9.652,,,0.406,steel
bm-626,,0,13.716,13.716,,0.191,0.46,steel
bm-627,,0,13.716,13.716,,0.191,0.46,steel
bm-628,,0,13.716,13.716,,0.191,0.46,steel
bm-629,,0,13.716,13.716,,0.191,0.46,steel
bm-630,,0,13.716,13.716,,0.191,0.46,steel
bm-631,,0,13.716,13.716,,0.191,0.46,steel
bm-632,,0,13.716,13.716,,0.191,0.46,steel
bm-633,,0,13.716,13.716,,0.191,0.46,steel
bm-634,,0,13.716,13.716,,0.191,0.46,steel
bm-635,,0,13.716,13.716,,0.191,0.46,steel
bm-636,,0,13.716,13.716,,0.282,0.467,steel
bm-637,,0,13.716,13.716,,0.191,0.46,steel
bm-638,,0,13.716,13.716,,0.191,0.46,steel
bm-639,,0,13.716,13.716,,0.191,0.46,steel
bm-640,,0,13.716,13.716,,0.191,0.46,steel
bm-641,,0,13.716,13.716,,0.191,0.46,steel
bm-642,,0,13.716,13.716,,0.191,0.46,steel
bm-643,,0,13.716,13.716,,0.191,0.46,steel
bm-644,,0,13.716,13.716,,0.191,0.46,steel
bm-645,,0,13.716,13.716,,0.191,0.46,steel
bm-646,,0,13.716,13.716,,0.191,0.46,steel
bm-647,,0,13.716,13.716,,0.191,0.46,steel
bm-648,,0,13.716,13.716,,0.191,0.46,steel
bm-649,,0,13.716,13.716,,0.191,0.46,steel
bm-650,,0,13.716,13.716,,0.191,0.46,steel
bm-651,,0,13.716,13.716,,0.191,0.46,steel
bm-652,,0,13.716,13.716,,0.191,0.46,steel
bm-653,,0,13.716,13.716,,0.191,0.46,steel
bm-654,,0,13.716,13.716,,0.191,0.46,steel
bm-655,,0,13.716,13.716,,0.191,0.46,steel
bm-656,,0,13.716,13.716,,0.191,0.46,steel
bm-657,,0,13.716,13.716,,0.191,0.46,steel
bm-658,,0,13.716,13.716,,0.191,0.46,steel
bm-659,,0,13.716,13.716,,0.191,0.46,steel
bm-660,,0,13.716,13.716,,0.191,0.46,steel
bm-661,,0,13.716,13.716,,,0.406,steel
bm-662,,0,13.716,13.716,,,0.406,steel
bm-663,,0,13.716,13.716,,,0.406,steel
bm-664,,0,13.716,13.716,,,0.406,steel
bm-665,,0,13.716,13.716,,,0.406,steel
bm-666,,0,13.716,13.716,,,0.406,steel
bm-667,,0,13.716,13.716,,,0.406,steel
bm-668,,0,13.716,13.716,,,0.406,steel
bm-669,,0,13.716,13.716,,,0.406,steel
bm-670,,0,13.716,13.716,,,0.406,steel
bm-671,,0,13.716,13.716,,,0.406,steel
bm-672,,0,13.716,13.716,,,0.406,steel
bm-673,,0,13.716,13.716,,,0.406,steel
bm-674,,0,13.716,13.716,,,0.406,steel
bm-675,,0,13.716,13.716,,,0.406,steel
bm-676,,0,13.716,13.716,,,0.406,steel
bm-677,,0,13.716,13.716,,,0.406,steel
bm-678,,0,13.716,13.716,,,0.406,steel
bm-679,,0,13.716,13.716,,,0.406,steel
bm-680,,0,13.716,13.716,,,0.406,steel
bm-681,,0,13.716,13.716,,,0.406,steel
bm-682,,0,13.716,13.716,,,0.406,steel
bm-683,,0,13.716,13.716,,,0.406,steel
bm-684,,0,13.716,13.716,,,0.406,steel
bm-685,,0,13.716,13.716,,,0.406,steel
bm-686,,0,13.716,13.716,,,0.406,steel
bm-687,,0,13.716,13.716,,,0.406,steel
bm-688,,0,13.716,13.716,,,0.406,steel
bm-689,,0,13.716,13.716,,,0.406,steel
bm-690,,0,13.716,13.716,,,0.406,steel
bm-691,,0,13.716,13.716,,,0.406,steel
bm-692,,0,13.716,13.716,,,0.406,steel
bm-693,,0,13.716,13.716,,0.191,0.46,steel
bm-694,,0,13.716,13.716,,0.191,0.46,steel
bm-695,,0,13.716,13.716,,0.191,0.46,steel
bm-696,,0,13.716,13.716,,,0.406,steel
bm-697,,0,13.716,13.716,,,0.406,steel
bm-698,,0,13.716,13.716,,,0.406,steel
bm-699,,0,13.716,13.716,,,0.406,steel
bm-700,,0,13.716,13.716,,,0.406,steel
bm-701,,0,13.716,13.716,,,0.406,steel
bm-702,,0,13.716,13.716,,,0.406,steel
bm-703,,0,13.716,13.716,,,0.406,steel
bm-704,,0,13.716,13.716,,,0.406,steel
bm-705,,0,13.716,13.716,,,0.406,steel
bm-706,,0,13.716,13.716,,,0.406,steel
bm-707,,0,13.716,13.716,,,0.406,steel
bm-708,,0,13.716,13.716,,,0.406,steel
bm-709,,0,13.716,13.716,,0.191,0.46,steel
bm-710,,0,13.716,13.716,,0.1,0.2,steel
bm-711,,0,13.716,13.716,,0.191,0.46,steel
bm-712,,0,13.716,13.716,,0.1,0.2,steel
bm-713,,0,13.716,13.716,,0.1,0.2,steel
bm-714,,0,13.716,13.716,,0.1,0.2,steel
bm-715,,0,13.716,13.716,,0.1,0.2,steel
bm-716,,0,13.716,13.716,,0.1,0.2,steel
bm-717,,0,13.716,13.716,,0.1,0.2,steel
bm-718,,0,13.716,13.716,,0.057,0.203,steel
bm-719,,0,,,,0.057,0.203,steel
bm-720,,0,13.716,13.716,,0.057,0.203,steel
bm-721,,0,13.716,13.716,,,0.406,steel
bm-722,,0,13.716,13.716,,,0.406,steel
bm-723,,0,13.716,13.716,,,0.406,steel
bm-724,,0,13.716,13.716,,,0.406,steel
bm-725,,0,13.716,13.716,,,0.406,steel
bm-726,,0,13.716,13.716,,,0.406,steel
bm-727,,0,13.716,13.716,,,0.406,steel
bm-728,,0,13.716,13.716,,,0.406,steel
bm-729,,0,13.716,13.716,,,0.406,steel
bm-730,,0,13.716,13.716,,,0.406,steel
bm-731,,0,13.716,13.716,,,0.406,steel
bm-732,,0,13.716,13.716,,,0.406,steel
bm-733,,0,13.716,13.716,,,0.406,steel
bm-734,,0,13.716,13.716,,,0.406,steel
bm-735,,0,13.716,13.716,,,0.406,steel
bm-736,,0,13.716,13.716,,0.076,0.089,steel
bm-737,,0,13.716,13.716,,,0.406,steel
bm-738,,0,13.716,13.716,,,0.406,steel
bm-739,,0,13.716,13.716,,,0.406,steel
bm-740,,0,13.716,13.716,,,0.406,steel
bm-741,,0,13.716,13.716,,,0.406,steel
bm-742,,0,13.716,13.716,,,0.406,steel
bm-743,,0,13.716,13.716,,,0.406,steel
bm-744,,0,13.716,13.716,,,0.406,steel
bm-745,,0,13.716,13.716,,,0.406,steel
bm-746,,0,13.716,13.716,,,0.406,steel
bm-747,,0,13.716,13.716,,,0.406,steel
bm-748,,0,13.716,13.716,,,0.406,steel
bm-749,,0,13.716,13.716,,,0.406,steel
bm-750,,0,13.716,13.716,,,0.406,steel
bm-751,,0,13.716,13.716,,,0.406,steel
bm-752,,0,13.716,13.716,,,0.406,steel
bm-753,,0,13.716,13.716,,,0.406,steel
bm-754,,0,13.716,13.716,,,0.406,steel
bm-755,,0,13.716,13.716,,,0.406,steel
bm-756,,0,13.716,13.716,,,0.406,steel
bm-757,,0,13.716,13.716,,,0.406,steel
bm-758,,0,13.716,13.716,,,0.406,steel
bm-759,,0,13.716,13.716,,,0.406,steel
bm-760,,0,13.716,13.716,,,0.406,steel
bm-761,,0,13.716,13.716,,,0.406,steel
bm-762,,0,13.716,13.716,,,0.406,steel
bm-763,,0,13.716,13.716,,,0.406,steel
bm-764,,0,13.716,13.716,,,0.406,steel
bm-765,,0,9.652,9.652,,0.191,0.46,steel
bm-766,,0,9.652,9.652,,0.191,0.46,steel
bm-767,,0,9.652,9.652,,,0.406,steel
bm-768,,0,9.652,9.652,,,0.406,steel
bm-769,,0,9.652,9.652,,,0.406,steel
bm-770,,0,9.652,9.652,,,0.406,steel
bm-771,,0,9.652,9.652,,,0.406,steel
bm-772,,0,9.652,9.652,,,0.406,steel
bm-773,,0,9.652,9.652,,,0.406,steel
bm-774,,0,9.652,9.652,,,0.406,steel
bm-775,,0,9.652,9.652,,,0.406,steel
bm-776,,0,9.652,9.652,,,0.406,steel
bm-777,,0,9.652,9.652,,0.191,0.46,steel
bm-778,,0,9.652,9.652,,0.191,0.46,steel
bm-779,,0,9.652,9.652,,0.191,0.46,steel
bm-780,,0,9.652,9.652,,0.282,0.467,steel
bm-781,,0,9.652,9.652,,0.282,0.467,steel
bm-782,,0,9.652,9.652,,0.282,0.467,steel
bm-783,,0,9.652,9.652,,0.384,0.795,steel
bm-784,,0,9.652,9.652,,0.165,0.31,steel
bm-785,,0,9.652,9.652,,0.165,0.31,steel
bm-786,,0,9.652,9.652,,0.191,0.46,steel
bm-787,,0,9.652,9.652,,0.165,0.31,steel
bm-788,,0,9.652,9.652,,0.1,0.2,steel
bm-789,,0,9.652,9.652,,0.1,0.2,steel
bm-790,,0,9.652,9.652,,0.1,0.2,steel
bm-791,,0,9.652,9.652,,0.165,0.31,steel
bm-792,,0,9.652,9.652,,0.165,0.31,steel
bm-793,,0,9.652,9.652,,0.165,0.31,steel
bm-794,,0,9.652,9.652,,0.1,0.2,steel
bm-795,,0,9.652,9.652,,0.1,0.2,steel
bm-796,,0,9.652,9.652,,0.1,0.2,steel
bm-797,,0,9.652,9.652,,0.165,0.31,steel
bm-798,,0,9.652,9.652,,0.165,0.31,steel
bm-799,,0,9.652,9.652,,0.191,0.46,steel
bm-800,,0,9.652,9.652,,0.191,0.46,steel
bm-801,,0,9.652,9.652,,0.191,0.46,steel
bm-802,,0,9.652,9.652,,0.191,0.46,steel
bm-803,,0,9.652,9.652,,,0.508,steel
bm-804,,0,9.652,9.652,,,0.508,steel
bm-805,,0,9.652,9.652,,,0.508,steel
bm-806,,0,9.652,9.652,,,0.508,steel
bm-807,,0,9.652,9.652,,,0.508,steel
bm-808,,0,9.652,9.652,,,0.508,steel
bm-809,,0,9.652,9.652,,,0.508,steel
bm-810,,0,9.652,9.652,,,0.508,steel
bm-811,,0,9.652,9.652,,,0.508,steel
bm-812,,0,9.652,9.652,,,0.508,steel
bm-813,,0,9.652,9.652,,,0.508,steel
bm-814,,0,9.652,9.652,,,0.508,steel
bm-815,,0,9.652,9.652,,,0.508,steel
bm-816,,0,9.652,9.652,,,0.508,steel
bm-817,,0,9.652,9.652,,,0.508,steel
bm-818,,0,9.652,9.652,,,0.508,steel
bm-819,,0,9.652,9.652,,,0.508,steel
bm-820,,0,9.652,9.652,,,0.508,steel
bm-821,,0,9.652,9.652,,,0.508,steel
bm-822,,0,9.652,9.652,,,0.508,steel
bm-823,,0,9.652,9.652,,,0.508,steel
bm-824,,0,9.652,9.652,,,0.508,steel
bm-825,,0,9.652,9.652,,,0.508,steel
bm-826,,0,9.652,9.652,,,0.508,steel
bm-827,,0,9.652,9.652,,,0.508,steel
bm-828,,0,9.652,9.652,,0.165,0.31,steel
bm-829,,0,9.652,9.652,,0.1,0.2,steel
bm-830,,0,9.652,9.652,,0.1,0.2,steel
bm-831,,0,9.652,9.652,,0.1,0.2,steel
bm-832,,0,13.716,13.716,,0.191,0.46,steel
bm-833,,0,13.716,13.716,,0.191,0.46,steel
bm-834,,0,13.716,13.716,,0.191,0.46,steel
bm-835,,0,13.716,13.716,,0.282,0.467,steel
bm-836,,0,13.716,13.716,,0.282,0.467,steel
bm-837,,0,13.716,13.716,,0.282,0.467,steel
bm-838,,0,13.716,13.716,,0.384,0.795,steel
bm-839,,0,13.716,13.716,,0.165,0.31,steel
bm-840,,0,13.716,13.716,,0.165,0.31,steel
bm-841,,0,13.716,13.716,,0.191,0.46,steel
bm-842,,0,13.716,13.716,,0.165,0.31,steel
bm-843,,0,13.716,13.716,,0.1,0.2,steel
bm-844,,0,13.716,13.716,,0.1,0.2,steel
bm-845,,0,13.716,13.716,,0.1,0.2,steel
bm-846,,0,13.716,13.716,,0.165,0.31,steel
bm-847,,0,13.716,13.716,,0.165,0.31,steel
bm-848,,0,13.716,13.716,,0.165,0.31,steel
bm-849,,0,13.716,13.716,,0.1,0.2,steel
bm-850,,0,13.716,13.716,,0.1,0.2,steel
bm-851,,0,13.716,13.716,,0.1,0.2,steel
bm-852,,0,13.716,13.716,,0.165,0.31,steel
bm-853,,0,13.716,13.716,,0.165,0.31,steel
bm-854,,0,13.716,13.716,,0.191,0.46,steel
bm-855,,0,13.716,13.716,,0.191,0.46,steel
bm-856,,0,13.716,13.716,,0.191,0.46,steel
bm-857,,0,13.716,13.716,,0.191,0.46,steel
bm-858,,0,13.716,13.716,,,0.508,steel
bm-859,,0,13.716,13.716,,,0.508,steel
bm-860,,0,13.716,13.716,,,0.508,steel
bm-861,,0,13.716,13.716,,,0.508,steel
bm-862,,0,13.716,13.716,,,0.508,steel
bm-863,,0,13.716,13.716,,,0.508,steel
bm-864,,0,13.716,13.716,,,0.508,steel
bm-865,,0,13.716,13.716,,,0.508,steel
bm-866,,0,13.716,13.716,,,0.508,steel
bm-867,,0,13.716,13.716,,,0.508,steel
bm-868,,0,13.716,13.716,,,0.508,steel
bm-869,,0,13.716,13.716,,,0.508,steel
bm-870,,0,13.716,13.716,,,0.508,steel
bm-871,,0,13.716,13.716,,,0.508,steel
bm-872,,0,13.716,13.716,,,0.508,steel
bm-873,,0,13.716,13.716,,,0.508,steel
bm-874,,0,13.716,13.716,,,0.508,steel
bm-875,,0,13.716,13.716,,,0.508,steel
bm-876,,0,13.716,13.716,,,0.508,steel
bm-877,,0,13.716,13.716,,,0.508,steel
bm-878,,0,13.716,13.716,,,0.508,steel
bm-879,,0,13.716,13.716,,,0.508,steel
bm-880,,0,13.716,13.716,,,0.508,steel
bm-881,,0,13.716,13.716,,,0.508,steel
bm-882,,0,13.716,13.716,,,0.508,steel
bm-883,,0,13.716,13.716,,0.165,0.31,steel
bm-884,,0,13.716,13.716,,0.1,0.2,steel
bm-885,,0,13.716,13.716,,0.1,0.2,steel
bm-886,,0,13.716,13.716,,0.1,0.2,steel
bm-887,,0,17.78,17.78,,0.076,0.089,steel
bm-888,,0,17.78,17.78,,,0.406,steel
bm-889,,0,17.78,17.78,,,0.406,steel
bm-890,,0,17.78,17.78,,,0.406,steel
bm-891,,0,17.78,17.78,,,0.406,steel
bm-892,,0,17.78,17.78,,,0.406,steel
bm-893,,0,17.78,17.78,,,0.406,steel
bm-894,,0,17.78,17.78,,,0.406,steel
bm-895,,0,9.652,9.652,,,0.406,steel
bm-896,,0,9.652,9.652,,,0.406,steel
bm-897,,0,9.652,9.652,,,0.406,steel
bm-898,,0,9.652,9.652,,,0.406,steel
bm-899,,0,9.652,9.652,,,0.406,steel
bm-900,,0,17.78,17.78,,0.191,0.46,steel
bm-901,,0,21.054,21.054,,0.1,0.2,steel
bm-902,,0,21.017,21.017,,0.1,0.2,steel
bm-903,,0,20.979,20.979,,0.1,0.2,steel
bm-904,,0,20.941,20.941,,0.1,0.2,steel
bm-905,,0,20.904,20.904,,0.1,0.2,steel
bm-906,,0,5.588,5.588,,0.165,0.31,steel
bm-907,,0,5.588,5.588,,0.165,0.31,steel
bm-908,,0,5.588,5.588,,0.165,0.31,steel
bm-909,,0,5.588,5.588,,0.165,0.31,steel
bm-910,,0,5.588,5.588,,0.165,0.31,steel
bm-911,,0,5.588,5.588,,0.165,0.31,steel
bm-912,,0,5.588,5.588,,0.165,0.31,steel
bm-913,,0,5.588,5.588,,0.165,0.31,steel
bm-914,,0,5.588,5.588,,0.165,0.31,steel
bm-915,,0,5.588,5.588,,0.165,0.31,steel
bm-916,,0,21.092,21.016,,0.076,0.089,steel
bm-917,,0,21.016,21.016,,0.076,0.089,steel
bm-918,,0,21.016,21.092,,0.076,0.089,steel
bm-919,,0,21.092,21.092,,0.076,0.089,steel
bm-920,,0,21.054,21.054,,0.1,0.2,steel
bm-921,,0,21.016,21.092,,0.076,0.089,steel
bm-922,,0,21.054,21.054,,0.1,0.2,steel
bm-923,,0,17.78,17.78,,0.1,0.2,steel
bm-924,,0,17.78,17.78,,0.1,0.2,steel
bm-925,,0,17.78,17.78,,0.1,0.2,steel
bm-926,,0,17.78,17.78,,0.1,0.2,steel
bm-927,,0,17.78,17.78,,0.1,0.2,steel
bm-928,,0,17.78,17.78,,0.1,0.2,steel
bm-929,,0,2.311,2.311,,,0.406,steel
bm-930,,0,9.652,9.652,,,0.406,steel
bm-931,,0,9.652,9.652,,,0.406,steel
bm-932,,0,9.652,9.652,,,0.406,steel
bm-933,,0,9.652,9.652,,,0.406,steel
bm-934,,0,9.652,9.652,,,0.406,steel
bm-935,,0,9.652,9.652,,,0.406,steel
bm-936,,0,9.652,9.652,,,0.406,steel
bm-937,,0,9.652,9.652,,,0.406,steel
bm-938,,0,9.652,9.652,,,0.406,steel
bm-939,,0,9.652,9.652,,,0.406,steel
bm-940,,0,13.716,13.716,,,0.406,steel
bm-941,,0,9.652,9.652,,,0.406,steel
bm-942,,0,5.588,5.588,,,0.406,steel
