id,number,base_offset,system_type
mn-2037,,0.508,Domestic Cold Water
mn-2038,,0.508,Domestic Cold Water
mn-2039,,0.508,Domestic Cold Water
mn-2040,,0.457,Domestic Hot Water
mn-2041,,0.457,Domestic Cold Water
mn-2042,,0.457,Domestic Cold Water
mn-2043,,-0.203,Domestic Cold Water
mn-2044,,0.457,Domestic Hot Water
mn-2045,,-0.203,Domestic Hot Water
mn-2046,,-0.203,Domestic Hot Water
mn-2047,,-0.203,Domestic Cold Water
mn-2048,,0.406,Domestic Hot Water
mn-2049,,0.457,Domestic Cold Water
mn-2050,,0.457,Domestic Cold Water
mn-2051,,0.406,Domestic Cold Water
mn-2052,,0.406,Domestic Hot Water
mn-2053,,0.406,Domestic Cold Water
mn-2054,,0.406,Domestic Cold Water
mn-2055,,0.406,Domestic Cold Water
mn-2056,,0.406,Domestic Hot Water
mn-2057,,0.406,Domestic Hot Water
mn-2058,34,0.457,Domestic Cold Water
mn-2059,,0.508,Domestic Hot Water
mn-2060,,0.203,Domestic Cold Water
mn-2061,,-0.305,Sanitary
mn-2062,,0.889,Domestic Cold Water
mn-2063,,3.429,Domestic Cold Water
mn-2064,,-6.371,Sanitary
mn-2065,,-6.535,Sanitary
mn-2066,,-7.526,Sanitary
mn-2067,,-7.513,Sanitary
mn-2068,,-0.378,Sanitary
mn-2069,,-3.936,Sanitary
mn-2070,,-7.669,Sanitary
mn-2071,,0.203,Domestic Cold Water
mn-2072,,0.203,Domestic Cold Water
mn-2073,,3.331,Domestic Hot Water
mn-2074,,3.331,Domestic Hot Water
mn-2075,,-1.082,Sanitary
mn-2076,,0.711,Domestic Cold Water
mn-2077,,1.092,Domestic Hot Water
mn-2078,,1.092,Domestic Hot Water
mn-2079,,5.261,Sanitary
mn-2080,,13.713,Sanitary
mn-2081,,-1.076,Sanitary
mn-2082,,0.406,Domestic Hot Water
mn-2083,,0.508,Domestic Hot Water
mn-2084,,0.508,Domestic Hot Water
mn-2085,,-0.076,Domestic Cold Water
mn-2086,,0.457,Domestic Cold Water
mn-2087,,0.457,Domestic Cold Water
mn-2088,,0.203,Domestic Cold Water
mn-2089,,0.864,Domestic Hot Water
mn-2090,,0.864,Domestic Hot Water
mn-2091,,7.397,Sanitary
mn-2092,,7.007,Sanitary
mn-2093,,0.66,Domestic Hot Water
mn-2094,,0.61,Domestic Cold Water
mn-2095,,-0.229,Domestic Cold Water
mn-2096,,-0.229,Domestic Cold Water
mn-2097,,0.203,Domestic Cold Water
mn-2098,,0.406,Domestic Hot Water
mn-2099,,0.406,Domestic Hot Water
mn-2100,,0.406,Domestic Hot Water
mn-2101,,0.406,Domestic Hot Water
mn-2102,,0.406,Domestic Hot Water
mn-2103,,0.406,Domestic Hot Water
mn-2104,,0.406,Domestic Hot Water
mn-2105,,0.914,Domestic Cold Water
mn-2106,,0.457,Domestic Cold Water
mn-2107,,0.914,Domestic Cold Water
mn-2108,,0.876,Domestic Hot Water
mn-2109,,0.914,Domestic Hot Water
mn-2110,,0.711,Domestic Cold Water
mn-2111,,0.711,Domestic Cold Water
mn-2112,,0.864,Domestic Cold Water
mn-2113,,0.864,Domestic Cold Water
mn-2114,,0.864,Domestic Cold Water
mn-2115,,3.365,Domestic Cold Water
mn-2116,,0.406,Domestic Hot Water
mn-2117,,0.406,Domestic Hot Water
mn-2118,,1.067,Domestic Cold Water
mn-2119,,1.053,Domestic Cold Water
mn-2120,,0.508,Domestic Cold Water
mn-2121,,0.508,Domestic Cold Water
mn-2122,,0.508,Domestic Cold Water
mn-2123,,-9.452,Sanitary
mn-2124,,-9.198,Sanitary
mn-2125,,3.429,Domestic Cold Water
mn-2126,,3.353,Domestic Cold Water
mn-2127,,3.429,Domestic Cold Water
mn-2128,,3.353,Domestic Cold Water
mn-2129,,3.48,Domestic Cold Water
mn-2130,,3.366,Domestic Cold Water
mn-2131,,3.366,Domestic Cold Water
mn-2132,,3.48,Domestic Cold Water
mn-2133,,0.203,Sanitary
mn-2134,,-0.635,Sanitary
mn-2135,,-0.635,Sanitary
mn-3832,,3.302,CableTrayConduit
mn-3833,,3.302,CableTrayConduit
mn-3834,,3.302,CableTrayConduit
mn-3835,,3.302,CableTrayConduit
mn-3836,,3.302,CableTrayConduit
mn-3837,,3.302,CableTrayConduit
mn-3838,,3.302,CableTrayConduit
mn-3839,,-0.61,CableTrayConduit
mn-3840,,3.302,CableTrayConduit
mn-3841,,3.183,CableTrayConduit
mn-3842,,3.404,CableTrayConduit
mn-3843,,3.404,CableTrayConduit
mn-3844,,3.404,CableTrayConduit
mn-3845,,3.404,CableTrayConduit
mn-3846,,3.404,CableTrayConduit
mn-3847,,3.404,CableTrayConduit
mn-3848,,3.404,CableTrayConduit
mn-3849,,3.277,CableTrayConduit
mn-3850,,3.277,CableTrayConduit
mn-3851,,3.404,CableTrayConduit
mn-3852,,3.289,CableTrayConduit
mn-3853,,3.404,CableTrayConduit
mn-3854,,3.289,CableTrayConduit
mn-3855,,3.404,CableTrayConduit
mn-3856,,3.183,CableTrayConduit
