id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,start_z,end_z,shape,size_x,size_y,system_type
co-116,Electrical Metallic Tubing (EMT),,lv-4,,,,0.001894650976,15.96020747,2.92735,13.0784981,16.01601127,3.70205,13.1343019,15.98810937,3.70205,15.98810937,2.92735,0.7747,13.1064,13.1064,,,,
co-117,Electrical Metallic Tubing (EMT),,lv-4,,,,0.003323404171,15.96020747,4.0678481,11.3538,16.01601128,4.1236519,12.7127,15.98810937,4.09575,15.98810937,4.09575,1.3589,11.3538,12.7127,,,,
co-118,Electrical Metallic Tubing (EMT),,lv-4,,,,0.0070887705,16.38180937,2.5057481,13.0784981,19.28032239,2.5615519,13.1343019,19.28032239,2.53365,16.38180937,2.53365,2.898513011,13.1064,13.1064,,,,
co-119,Electrical Metallic Tubing (EMT),,lv-5,,,,0.002826446538,15.93059999,4.0678481,13.6017,15.98640379,4.1236519,14.7574,15.95850189,4.09575,15.95850189,4.09575,1.1557,14.7574,13.6017,,,,
co-120,Electrical Metallic Tubing (EMT),,lv-4,,,,0.001894650976,15.93059999,2.92735,13.1800981,15.98640379,3.70205,13.2359019,15.95850189,3.70205,15.95850189,2.92735,0.7747,13.208,13.208,,,,
co-121,Electrical Metallic Tubing (EMT),,lv-4,,,,0.00716118028,16.35220189,2.5057481,13.1800981,19.28032239,2.5615519,13.2359019,16.35220189,2.53365,19.28032239,2.53365,2.9281205,13.208,13.208,,,,
co-122,Electrical Metallic Tubing (EMT),,lv-4,,,,0.05754258832,-4.24815,2.2390481,13.0784981,19.28032239,2.2948519,13.1343019,-4.24815,2.26695,19.28032239,2.26695,23.52847239,13.1064,13.1064,,,,
co-123,Electrical Metallic Tubing (EMT),,lv-4,,,,0.007718373239,-4.6697519,2.66065,13.0784981,-4.6139481,5.8166,13.1343019,-4.64185,5.8166,-4.64185,2.66065,3.15595,13.1064,13.1064,,,,
co-124,Electrical Metallic Tubing (EMT),,lv-4,,,,0.003230224615,-4.6697519,6.1823981,11.3919,-4.6139481,6.2382019,12.7127,-4.64185,6.2103,-4.64185,6.2103,1.3208,11.3919,12.7127,,,,
co-125,Electrical Metallic Tubing (EMT),,lv-4,,,,0.0673730315,-8.2677,2.0866481,13.0784981,19.28032239,2.1424519,13.1343019,-8.2677,2.11455,19.28032239,2.11455,27.54802239,13.1064,13.1064,,,,
co-126,Electrical Metallic Tubing (EMT),,lv-4,,,,0.002919626094,-8.6893019,2.50825,13.0784981,-8.6334981,3.70205,13.1343019,-8.6614,2.50825,-8.6614,3.70205,1.1938,13.1064,13.1064,,,,
co-127,Electrical Metallic Tubing (EMT),,lv-5,,,,0.003074925355,-8.6893019,4.0678481,13.5001,-8.6334981,4.1236519,14.7574,-8.6614,4.09575,-8.6614,4.09575,1.2573,13.5001,14.7574,,,,
co-128,Electrical Metallic Tubing (EMT),,lv-4,,,,0.001097762141,-3.3680019,1.424388262,13.1800981,-3.3121981,1.87325,13.2359019,-3.3401,1.87325,-3.3401,1.424388262,0.4488617383,13.208,13.208,,,,
co-129,Electrical Metallic Tubing (EMT),,lv-4,,,,0.003571882988,-3.3680019,-0.6756019,11.3538,-3.3121981,-0.6197981,12.8143,-3.3401,-0.6477,-3.3401,-0.6477,1.4605,11.3538,12.8143,,,,
co-130,Electrical Metallic Tubing (EMT),,lv-4,,,,0.001223767554,-11.6293519,1.525266164,13.1800981,-11.5735481,2.02565,13.2359019,-11.60145,2.02565,-11.60145,1.525266164,0.5003838364,13.208,13.208,,,,
co-131,Electrical Metallic Tubing (EMT),,lv-4,,,,0.003354464023,-11.6293519,-0.6756019,11.3538,-11.5735481,-0.6197981,12.7254,-11.60145,-0.6477,-11.60145,-0.6477,1.3716,11.3538,12.7254,,,,
co-132,Electrical Metallic Tubing (EMT),,lv-4,,,,0.0006833160068,4.6520481,1.441450302,13.1800981,4.7078519,1.72085,13.2359019,4.67995,1.441450302,4.67995,1.72085,0.2793996979,13.208,13.208,,,,
co-133,Electrical Metallic Tubing (EMT),,lv-4,,,,0.003571882988,4.6520481,-0.6756019,11.3538,4.7078519,-0.6197981,12.8143,4.67995,-0.6477,4.67995,-0.6477,1.4605,11.3538,12.8143,,,,
co-134,Electrical Metallic Tubing (EMT),,lv-4,,,,0.03474465691,5.07365,2.0866481,13.1800981,19.28032239,2.1424519,13.2359019,5.07365,2.11455,19.28032239,2.11455,14.20667239,13.208,13.208,,,,
co-135,Electrical Metallic Tubing (EMT),,lv-4,,,,0.05435895349,-2.9464,2.2390481,13.1800981,19.28032239,2.2948519,13.2359019,-2.9464,2.26695,19.28032239,2.26695,22.22672239,13.208,13.208,,,,
co-136,Electrical Metallic Tubing (EMT),,lv-4,,,,0.0475956707,-0.180975,2.3914481,13.1800981,19.28032239,2.4472519,13.2359019,-0.180975,2.41935,19.28032239,2.41935,19.46129739,13.208,13.208,,,,
co-137,Electrical Metallic Tubing (EMT),,lv-4,,,,0.0825145436,-14.45888221,1.9342481,13.0784981,19.28032239,1.9900519,13.1343019,-14.45888221,1.96215,19.28032239,1.96215,33.7392046,13.1064,13.1064,,,,
co-138,Electrical Metallic Tubing (EMT),,lv-4,,,,0.003198784613,-15.12926272,3.451154316,13.0784981,-14.84718452,4.748918489,13.1343019,-15.10178471,4.744073375,-14.87466252,3.455999431,1.307944561,13.1064,13.1064,,,,
co-139,Electrical Metallic Tubing (EMT),,lv-4,,,,0.002764326834,-15.1980519,5.103890287,11.5824,-15.1422481,5.159694088,12.7127,-15.17015,5.131792187,-15.17015,5.131792188,1.1303,11.5824,12.7127,,,,
co-140,Electrical Metallic Tubing (EMT),,lv-4,,,,0.002073355988,-14.88048411,2.35585,13.0784981,-14.82468031,3.20362033,13.1343019,-14.85258221,2.35585,-14.85258221,3.20362033,0.8477703302,13.1064,13.1064,,,,
co-141,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.43022049,1.7246981,5.0292,19.48602429,1.7805019,8.7376,19.45812239,1.7526,19.45812239,1.7526,3.7084,8.7376,5.0292,,,,
co-142,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.43022049,1.5722981,5.0292,19.48602429,1.6281019,8.7376,19.45812239,1.6002,19.45812239,1.6002,3.7084,8.7376,5.0292,,,,
co-143,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.43022049,1.4198981,5.0292,19.48602429,1.4757019,8.7376,19.45812239,1.4478,19.45812239,1.4478,3.7084,8.7376,5.0292,,,,
co-144,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.43022049,1.1150981,5.0292,19.48602429,1.1709019,8.7376,19.45812239,1.143,19.45812239,1.143,3.7084,8.7376,5.0292,,,,
co-145,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.43022049,0.9626981,5.0292,19.48602429,1.0185019,8.7376,19.45812239,0.9906,19.45812239,0.9906,3.7084,8.7376,5.0292,,,,
co-146,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.74533433,-0.3726630325,-1.1684,19.80113813,-0.3168592325,4.1148,19.77323623,-0.3447611325,19.77323623,-0.3447611325,5.2832,-1.1684,4.1148,,,,
co-147,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.74533433,-0.2202630325,-1.1684,19.80113813,-0.1644592325,4.1148,19.77323623,-0.1923611325,19.77323623,-0.1923611325,5.2832,-1.1684,4.1148,,,,
co-148,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.74533433,-0.06786303252,-1.1684,19.80113813,-0.01205923252,4.1148,19.77323623,-0.03996113252,19.77323623,-0.03996113252,5.2832,-1.1684,4.1148,,,,
co-149,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.74533433,0.08453696748,-1.1684,19.80113813,0.1403407675,4.1148,19.77323623,0.1124388675,19.77323623,0.1124388675,5.2832,-1.1684,4.1148,,,,
co-150,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.74533433,0.2369369675,-1.1684,19.80113813,0.2927407675,4.1148,19.77323623,0.2648388675,19.77323623,0.2648388675,5.2832,-1.1684,4.1148,,,,
co-151,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.74533433,0.3893369675,-1.1684,19.80113813,0.4451407675,4.1148,19.77323623,0.4172388675,19.77323623,0.4172388675,5.2832,-1.1684,4.1148,,,,
co-152,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.53182049,1.7246981,5.0292,19.58762429,1.7805019,8.7376,19.55972239,1.7526,19.55972239,1.7526,3.7084,8.7376,5.0292,,,,
co-153,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.53182049,1.5722981,5.0292,19.58762429,1.6281019,8.7376,19.55972239,1.6002,19.55972239,1.6002,3.7084,8.7376,5.0292,,,,
co-154,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.53182049,1.2674981,5.0292,19.58762429,1.3233019,8.7376,19.55972239,1.2954,19.55972239,1.2954,3.7084,8.7376,5.0292,,,,
co-155,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.53182049,1.1150981,5.0292,19.58762429,1.1709019,8.7376,19.55972239,1.143,19.55972239,1.143,3.7084,8.7376,5.0292,,,,
co-156,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.53182049,0.9626981,5.0292,19.58762429,1.0185019,8.7376,19.55972239,0.9906,19.55972239,0.9906,3.7084,8.7376,5.0292,,,,
co-157,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.45562049,0.9626981,9.652,19.51142429,1.0185019,12.6492,19.48352239,0.9906,19.48352239,0.9906,2.9972,9.652,12.6492,,,,
co-158,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.45562049,1.1150981,9.652,19.51142429,1.1709019,12.6492,19.48352239,1.143,19.48352239,1.143,2.9972,9.652,12.6492,,,,
co-159,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.45562049,1.2674981,9.652,19.51142429,1.3233019,12.6492,19.48352239,1.2954,19.48352239,1.2954,2.9972,9.652,12.6492,,,,
co-160,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.45562049,1.4198981,9.652,19.51142429,1.4757019,12.6492,19.48352239,1.4478,19.48352239,1.4478,2.9972,9.652,12.6492,,,,
co-161,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.45562049,1.5722981,9.652,19.51142429,1.6281019,12.6492,19.48352239,1.6002,19.48352239,1.6002,2.9972,9.652,12.6492,,,,
co-162,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.45562049,1.7246981,9.652,19.51142429,1.7805019,12.6492,19.48352239,1.7526,19.48352239,1.7526,2.9972,9.652,12.6492,,,,
co-163,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.89773433,-0.3726630325,-1.1684,19.95353813,-0.3168592325,4.1148,19.92563623,-0.3447611325,19.92563623,-0.3447611325,5.2832,-1.1684,4.1148,,,,
co-164,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.89773433,-0.2202630325,-1.1684,19.95353813,-0.1644592325,4.1148,19.92563623,-0.1923611325,19.92563623,-0.1923611325,5.2832,-1.1684,4.1148,,,,
co-165,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.89773433,-0.06786303252,-1.1684,19.95353813,-0.01205923252,4.1148,19.92563623,-0.03996113252,19.92563623,-0.03996113252,5.2832,-1.1684,4.1148,,,,
co-166,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.89773433,0.08453696748,-1.1684,19.95353813,0.1403407675,4.1148,19.92563623,0.1124388675,19.92563623,0.1124388675,5.2832,-1.1684,4.1148,,,,
co-167,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.89773433,0.2369369675,-1.1684,19.95353813,0.2927407675,4.1148,19.92563623,0.2648388675,19.92563623,0.2648388675,5.2832,-1.1684,4.1148,,,,
co-168,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.89773433,0.3893369675,-1.1684,19.95353813,0.4451407675,4.1148,19.92563623,0.4172388675,19.92563623,0.4172388675,5.2832,-1.1684,4.1148,,,,
co-169,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.78582049,1.7246981,5.0292,19.84162429,1.7805019,8.7376,19.81372239,1.7526,19.81372239,1.7526,3.7084,8.7376,5.0292,,,,
co-170,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.78582049,1.5722981,5.0292,19.84162429,1.6281019,8.7376,19.81372239,1.6002,19.81372239,1.6002,3.7084,8.7376,5.0292,,,,
co-171,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.78582049,1.4198981,5.0292,19.84162429,1.4757019,8.7376,19.81372239,1.4478,19.81372239,1.4478,3.7084,8.7376,5.0292,,,,
co-172,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.78582049,1.2674981,5.0292,19.84162429,1.3233019,8.7376,19.81372239,1.2954,19.81372239,1.2954,3.7084,8.7376,5.0292,,,,
co-173,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.78582049,0.9626981,5.0292,19.84162429,1.0185019,8.7376,19.81372239,0.9906,19.81372239,0.9906,3.7084,8.7376,5.0292,,,,
co-174,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.55722049,1.2674981,9.652,19.61302429,1.3233019,12.6492,19.58512239,1.2954,19.58512239,1.2954,2.9972,9.652,12.6492,,,,
co-175,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.55722049,1.4198981,9.652,19.61302429,1.4757019,12.6492,19.58512239,1.4478,19.58512239,1.4478,2.9972,9.652,12.6492,,,,
co-176,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.55722049,1.5722981,9.652,19.61302429,1.6281019,12.6492,19.58512239,1.6002,19.58512239,1.6002,2.9972,9.652,12.6492,,,,
co-177,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.55722049,1.7246981,9.652,19.61302429,1.7805019,12.6492,19.58512239,1.7526,19.58512239,1.7526,2.9972,9.652,12.6492,,,,
co-178,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.43022049,1.2674981,5.0292,19.48602429,1.3233019,8.7376,19.45812239,1.2954,19.45812239,1.2954,3.7084,8.7376,5.0292,,,,
co-179,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.53182049,1.4198981,5.0292,19.58762429,1.4757019,8.7376,19.55972239,1.4478,19.55972239,1.4478,3.7084,8.7376,5.0292,,,,
co-180,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.78582049,1.1150981,5.0292,19.84162429,1.1709019,8.7376,19.81372239,1.143,19.81372239,1.143,3.7084,8.7376,5.0292,,,,
co-181,Electrical Metallic Tubing (EMT),,lv-2,,,,0.003334313392,17.99316174,1.9342481,4.7218981,19.35652239,1.9900519,4.7777019,19.35652239,1.96215,17.99316174,1.96215,1.363360649,4.7498,4.7498,,,,
co-182,Electrical Metallic Tubing (EMT),,lv-2,,,,0.00335427828,17.98499833,2.0866481,4.851869336,19.35652239,2.1424519,4.907673136,19.35652239,2.11455,17.98499833,2.11455,1.371524052,4.879771236,4.879771236,,,,
co-183,Electrical Metallic Tubing (EMT),,lv-2,,,,0.003355062782,17.98467756,2.0866481,4.7218981,19.35652239,2.1424519,4.7777019,19.35652239,2.11455,17.98467756,2.11455,1.371844825,4.7498,4.7498,,,,
co-184,Electrical Metallic Tubing (EMT),,lv-2,,,,0.00335427828,17.98499833,2.2199981,4.851869336,19.35652239,2.2758019,4.907673136,19.35652239,2.2479,17.98499833,2.2479,1.371524052,4.879771236,4.879771236,,,,
co-185,Electrical Metallic Tubing (EMT),,lv-2,,,,0.00335427828,17.98499833,2.3628731,4.851869336,19.35652239,2.4186769,4.907673136,17.98499833,2.390775,19.35652239,2.390775,1.371524052,4.879771236,4.879771236,,,,
co-186,Electrical Metallic Tubing (EMT),,lv-2,,,,0.003356189916,17.98421669,2.3628731,4.7218981,19.35652239,2.4186769,4.7777019,17.98421669,2.390775,19.35652239,2.390775,1.372305697,4.7498,4.7498,,,,
co-187,Electrical Metallic Tubing (EMT),,lv-2,,,,0.001046127083,17.27652609,2.3628731,4.905917058,17.69756449,2.4186769,5.104654178,17.2860691,2.390775,17.68802148,2.390775,0.4277487839,5.078434968,4.932136268,,,,
co-188,Electrical Metallic Tubing (EMT),,lv-2,,,,0.001067373273,17.26758104,2.3628731,4.775945822,17.69678285,2.4186769,4.977654178,17.68723984,2.390775,17.27712406,2.390775,0.4364360955,4.802165032,4.951434968,,,,
co-189,Electrical Metallic Tubing (EMT),,lv-2,,,,0.001046127083,17.27652609,2.2199981,4.905917058,17.69756449,2.2758019,5.104654178,17.2860691,2.2479,17.68802148,2.2479,0.4277487839,5.078434968,4.932136268,,,,
co-190,Electrical Metallic Tubing (EMT),,lv-2,,,,0.001067373273,17.26758104,2.2199981,4.775945822,17.69678285,2.2758019,4.977654178,17.27712406,2.2479,17.68723984,2.2479,0.4364360955,4.951434968,4.802165032,,,,
co-191,Electrical Metallic Tubing (EMT),,lv-2,,,,0.003356189916,17.98421669,2.2199981,4.7218981,19.35652239,2.2758019,4.7777019,17.98421669,2.2479,19.35652239,2.2479,1.372305697,4.7498,4.7498,,,,
co-192,Electrical Metallic Tubing (EMT),,lv-2,,,,0.001046127083,17.27652609,2.0866481,4.905917058,17.69756449,2.1424519,5.104654178,17.2860691,2.11455,17.68802148,2.11455,0.4277487839,5.078434968,4.932136268,,,,
co-193,Electrical Metallic Tubing (EMT),,lv-2,,,,0.001067373273,17.26804192,2.0866481,4.775945822,17.69724372,2.1424519,4.977654178,17.27758493,2.11455,17.68770071,2.11455,0.4364360955,4.951434968,4.802165032,,,,
co-194,Electrical Metallic Tubing (EMT),,lv-2,,,,0.001067373273,17.27652609,1.9342481,4.775945822,17.70572789,1.9900519,4.977654178,17.2860691,1.96215,17.69618488,1.96215,0.4364360955,4.951434968,4.802165032,,,,
co-195,Electrical Metallic Tubing (EMT),,lv-4,,,,0.00241165555,-11.6293519,-0.254,13.0911981,-11.5735481,0.7320969528,13.1470019,-11.60145,-0.254,-11.60145,0.7320969528,0.9860969528,13.1191,13.1191,,,,
co-196,Electrical Metallic Tubing (EMT),,lv-4,,,,0.003665062544,-8.666183931,2.20345,12.9768981,-8.610380131,3.70205,13.0327019,-8.638282031,3.70205,-8.638282031,2.20345,1.4986,13.0048,13.0048,,,,
co-197,Electrical Metallic Tubing (EMT),,lv-4,,,,0.003074925355,-8.666183931,4.0678481,11.3538,-8.610380131,4.1236519,12.6111,-8.638282031,4.09575,-8.638282031,4.09575,1.2573,11.3538,12.6111,,,,
co-198,Electrical Metallic Tubing (EMT),,lv-4,,,,0.06731649287,-8.244582031,1.7818481,12.9768981,19.28032239,1.8376519,13.0327019,-8.244582031,1.80975,19.28032239,1.80975,27.52490442,13.0048,13.0048,,,,
co-199,Electrical Metallic Tubing (EMT),,lv-8,,,,0.02407422036,18.33712174,0.7992169975,-1.9837019,19.66863239,10.56703549,-1.9278981,18.36478816,10.56341816,19.64096596,0.8028343297,9.8436592,-1.9558,-1.9558,,,,
co-200,Electrical Metallic Tubing (EMT),,lv-8,,,,0.005435474112,18.2854981,10.9258481,-1.5621,18.3413019,10.9816519,0.6604,18.3134,10.95375,18.3134,10.95375,2.2225,0.6604,-1.5621,,,,
co-201,Electrical Metallic Tubing (EMT),,lv-8,,,,0.01591787825,5.720634037,5.880221003,-1.9837019,5.776437837,12.38885,-1.9278981,5.748535937,5.880221003,5.748535937,12.38885,6.508628997,-1.9558,-1.9558,,,,
co-202,Electrical Metallic Tubing (EMT),,lv-9,,,,0.00285750639,5.720634037,12.7546481,-1.5621,5.776437837,12.8104519,-0.3937,5.748535937,12.78255,5.748535937,12.78255,1.1684,-0.3937,-1.5621,,,,
co-203,Electrical Metallic Tubing (EMT),,lv-9,,,,0.002826446538,-8.6385019,10.8036106,-1.5621,-8.5826981,10.8594144,-0.4064,-8.6106,10.8315125,-8.6106,10.8315125,1.1557,-0.4064,-1.5621,,,,
co-204,Electrical Metallic Tubing (EMT),,lv-9,,,,0.002826446538,-5.7238519,8.723016478,-1.5621,-5.6680481,8.778820278,-0.4064,-5.69595,8.750918378,-5.69595,8.750918378,1.1557,-1.5621,-0.4064,,,,
co-205,Electrical Metallic Tubing (EMT),,lv-9,,,,0.002826446538,-5.7238519,7.8079981,-1.5621,-5.6680481,7.8638019,-0.4064,-5.69595,7.8359,-5.69595,7.8359,1.1557,-1.5621,-0.4064,,,,
co-206,Electrical Metallic Tubing (EMT),,lv-9,,,,0.01116518094,-8.6385019,5.872504282,-1.9837019,-8.5826981,10.4378125,-1.9278981,-8.6106,10.4378125,-8.6106,5.872504282,4.565308218,-1.9558,-1.9558,,,,
co-207,Electrical Metallic Tubing (EMT),,lv-8,,,,0.06300540741,-7.767416721,5.001419103,-1.9837019,17.9947367,5.057222903,-1.9278981,17.9947367,5.029321003,-7.767416721,5.029321003,25.76215342,-1.9558,-1.9558,,,,
co-208,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0561200602,-4.338842279,5.153819103,-1.9837019,18.60797546,5.209622903,-1.9278981,18.60797546,5.181721003,-4.338842279,5.181721003,22.94681774,-1.9558,-1.9558,,,,
co-209,Electrical Metallic Tubing (EMT),,lv-8,,,,0.05516544564,-4.301116133,5.306219103,-1.9837019,18.2553712,5.362022903,-1.9278981,18.2553712,5.334121003,-4.301116133,5.334121003,22.55648733,-1.9558,-1.9558,,,,
co-210,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0003048181056,-5.437291683,7.449651153,-1.9837019,-5.309701153,7.577241683,-1.9278981,-5.41756206,7.55751206,-5.329430776,7.469380776,0.1246364578,-1.9558,-1.9558,,,,
co-211,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000815716805,-5.436891802,8.221342888,-1.9837019,-5.157701034,8.492651996,-1.9278981,-5.177030776,8.241464445,-5.41756206,8.472530438,0.3335367921,-1.9558,-1.9558,,,,
co-212,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001057662186,-8.472933465,5.166987538,-1.9837019,-8.127675038,5.512245965,-1.9278981,-8.147404661,5.186717161,-8.453203842,5.492516342,0.432465349,-1.9558,-1.9558,,,,
co-213,Electrical Metallic Tubing (EMT),,lv-8,,,,0.00262780899,-5.199936518,6.014913341,-1.9837019,-5.144132718,7.089392836,-1.9278981,-5.172034618,7.089392836,-5.172034618,6.014913341,1.074479495,-1.9558,-1.9558,,,,
co-214,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001023106697,-5.034368082,5.319387538,-1.9837019,-4.699100597,5.654655024,-1.9278981,-4.718830219,5.339117161,-5.014638459,5.634925401,0.4183360251,-1.9558,-1.9558,,,,
co-215,Electrical Metallic Tubing (EMT),,lv-8,,,,0.004423796078,-5.047536518,6.052639488,-1.9837019,-4.991732718,7.861476506,-1.9278981,-5.019634618,6.052639488,-5.019634618,7.861476506,1.808837018,-1.9558,-1.9558,,,,
co-216,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006264862818,-4.881968082,5.471787538,-1.9837019,-4.66137445,5.692381171,-1.9278981,-4.681104072,5.491517161,-4.862238459,5.672651548,0.2561627068,-1.9558,-1.9558,,,,
co-217,Electrical Metallic Tubing (EMT),,lv-4,,,,0.01050762547,-13.63345,1.7818481,12.9768981,-9.337008304,1.8376519,13.0327019,-9.337008304,1.80975,-13.63345,1.80975,4.296441696,13.0048,13.0048,,,,
co-218,Electrical Metallic Tubing (EMT),,lv-4,,,,0.002105797444,-14.0550519,2.20345,12.9768981,-13.9992481,3.064485251,13.0327019,-14.02715,2.20345,-14.02715,3.064485251,0.8610352514,13.0048,13.0048,,,,
co-219,Electrical Metallic Tubing (EMT),,lv-5,,,,0.003323404171,-13.9026519,4.6075981,13.3985,-13.8468481,4.6634019,14.7574,-13.87475,4.6355,-13.87475,4.6355,1.3589,14.7574,13.3985,,,,
co-220,Electrical Metallic Tubing (EMT),,lv-4,,,,0.06795704279,-8.506495194,1.7818481,13.0784981,19.28032239,1.8376519,13.1343019,19.28032239,1.80975,-8.506495194,1.80975,27.78681758,13.1064,13.1064,,,,
co-221,Electrical Metallic Tubing (EMT),,lv-4,,,,0.0008089751338,-9.089474317,1.7818481,12.9994023,-8.75402918,1.8376519,13.1117977,-9.084629203,1.80975,-8.758874294,1.80975,0.3307802039,13.02688031,13.08431969,,,,
co-222,Electrical Metallic Tubing (EMT),,lv-4,,,,0.00232716423,-14.0427188,3.294669892,12.9768981,-13.88803647,4.246852794,13.0327019,-13.91578638,4.243944506,-14.01496888,3.29757818,0.9515494681,13.0048,13.0048,,,,
co-223,Electrical Metallic Tubing (EMT),,lv-4,,,,0.005357824482,-15.1980519,2.05105,13.0784981,-15.1422481,4.2418,13.1343019,-15.17015,4.2418,-15.17015,2.05105,2.19075,13.1064,13.1064,,,,
co-224,Electrical Metallic Tubing (EMT),,lv-5,,,,0.002981745799,-15.1980519,4.6075981,13.5001,-15.1422481,4.6634019,14.7193,-15.17015,4.6355,-15.17015,4.6355,1.2192,14.7193,13.5001,,,,
co-225,Electrical Metallic Tubing (EMT),,lv-4,,,,0.08329120569,-14.77645,1.6294481,13.0784981,19.28032239,1.6852519,13.1343019,-14.77645,1.65735,19.28032239,1.65735,34.05677239,13.1064,13.1064,,,,
co-226,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.55722049,1.1150981,9.652,19.61302429,1.1709019,12.6492,19.58512239,1.143,19.58512239,1.143,2.9972,9.652,12.6492,,,,
co-227,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.55722049,0.9626981,9.652,19.61302429,1.0185019,12.6492,19.58512239,0.9906,19.58512239,0.9906,2.9972,12.6492,9.652,,,,
co-228,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.65882049,1.7246981,9.652,19.71462429,1.7805019,12.6492,19.68672239,1.7526,19.68672239,1.7526,2.9972,9.652,12.6492,,,,
co-229,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.63342049,1.7246981,5.0292,19.68922429,1.7805019,8.7376,19.66132239,1.7526,19.66132239,1.7526,3.7084,8.7376,5.0292,,,,
co-230,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.63342049,1.5722981,5.0292,19.68922429,1.6281019,8.7376,19.66132239,1.6002,19.66132239,1.6002,3.7084,8.7376,5.0292,,,,
co-231,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.44053433,0.5417369675,-1.1684,19.49633813,0.5975407675,4.1148,19.46843623,0.5696388675,19.46843623,0.5696388675,5.2832,-1.1684,4.1148,,,,
co-232,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.59293433,0.5417369675,-1.1684,19.64873813,0.5975407675,4.1148,19.62083623,0.5696388675,19.62083623,0.5696388675,5.2832,-1.1684,4.1148,,,,
co-233,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.74533433,0.5417369675,-1.1684,19.80113813,0.5975407675,4.1148,19.77323623,0.5696388675,19.77323623,0.5696388675,5.2832,-1.1684,4.1148,,,,
co-234,Electrical Metallic Tubing (EMT),,lv-5,,,,0.008325686527,-15.7378019,2.6028269,16.9900981,-15.6819981,6.0071,17.0459019,-15.7099,2.6028269,-15.7099,6.0071,3.4042731,17.018,17.018,,,,
